claim_id,claim,evidence,label
82,The ­atmospheric residency time of carbon dioxide is five years,"As a result of this balance, the atmospheric mole fraction of carbon dioxide remained between 260 and 280 parts per million for the 10,000 years between the end of the last glacial maximum and the start of the industrial era.",REFUTES
82,The ­atmospheric residency time of carbon dioxide is five years,The atmospheric lifetime of CO 2 is estimated of the order of 30–95 years.,REFUTES
82,The ­atmospheric residency time of carbon dioxide is five years,N2O has a mean atmospheric lifetime of 121 years.,REFUTES
86,There isn’t yet any empirical evidence for their claim that greenhouse gases even cause temperatures to increase.,"Increases in greenhouse gases, such as by volcanic activity, can increase the global temperature and produce an interglacial period.",REFUTES
86,There isn’t yet any empirical evidence for their claim that greenhouse gases even cause temperatures to increase.,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.",REFUTES
86,There isn’t yet any empirical evidence for their claim that greenhouse gases even cause temperatures to increase.,"During the late 20th century, a scientific consensus evolved that increasing concentrations of greenhouse gases in the atmosphere cause a substantial rise in global temperatures and changes to other parts of the climate system, with consequences for the environment and for human health.",REFUTES
86,There isn’t yet any empirical evidence for their claim that greenhouse gases even cause temperatures to increase.,Increases in ambient temperatures and changes in related processes are directly linked to rising anthropogenic greenhouse gas (GHG) concentrations in the atmosphere.,REFUTES
86,There isn’t yet any empirical evidence for their claim that greenhouse gases even cause temperatures to increase.,"While ‘climate change’ can be due to natural forces or human activity, there is now substantial evidence to indicate that human activity – and specifically increased greenhouse gas (GHGs) emissions – is a key factor in the pace and extent of global temperature increases.",REFUTES
87,NOAA has adjusted past temperatures to look colder than they were and recent temperatures to look warmer than they were.,"A study released in 2009, combined historical weather station data with satellite measurements to deduce past temperatures over large regions of the continent, and these temperatures indicate an overall warming trend.",NOT_ENOUGH_INFO
87,NOAA has adjusted past temperatures to look colder than they were and recent temperatures to look warmer than they were.,'Our corrected data set says things have warmed up about 1.65 degrees Fahrenheit.,NOT_ENOUGH_INFO
87,NOAA has adjusted past temperatures to look colder than they were and recent temperatures to look warmer than they were.,This is much colder than the conditions that actually exist at the Earth's surface (the global mean surface temperature is about 14 °C).,NOT_ENOUGH_INFO
87,NOAA has adjusted past temperatures to look colder than they were and recent temperatures to look warmer than they were.,"Even accounting for the presence of internal climate variability, recent years rank among the warmest on record.",NOT_ENOUGH_INFO
87,NOAA has adjusted past temperatures to look colder than they were and recent temperatures to look warmer than they were.,"La Niña is the positive and cold phase of the El Niño–Southern Oscillation, and is associated with cooler-than-average sea surface temperatures in the central and eastern tropical Pacific Ocean.",NOT_ENOUGH_INFO
91,"They were going to be gone by now, but now they're setting records",We’ve got to put a stop to it in order to set a precedent.,NOT_ENOUGH_INFO
91,"They were going to be gone by now, but now they're setting records","Lennon said, ""It's a company we're setting up, involving records, films, and electronics, and – as a sideline – manufacturing or whatever.",NOT_ENOUGH_INFO
91,"They were going to be gone by now, but now they're setting records","Offering/Ticket to Ride (1969) Close to You (1970) Carpenters (1971) A Song for You (1972) Now & Then (1973) Horizon (1975) A Kind of Hush (1976) Passage (1977) Christmas Portrait (1978) Made in America (1981) Posthumous releases Voice of the Heart (1983) An Old-Fashioned Christmas (1984) Lovelines (1989) As Time Goes By (2004) Carpenters With The Royal Philharmonic Orchestra (2018) Notes Even though they are referred to as ""The Carpenters"", their official name for authorized recordings and press material is simply ""Carpenters"".",NOT_ENOUGH_INFO
91,"They were going to be gone by now, but now they're setting records","I'm planning the next set of tours, so the answer is really, 'No, not really.'""",NOT_ENOUGH_INFO
91,"They were going to be gone by now, but now they're setting records","The Simpson's sets a record by staying relevant"".",NOT_ENOUGH_INFO
93,"unadjusted data suggests that temperatures in Australia have only increased by 0.3 degrees over the past century, not the 1 degree usually claimed","""Australia's extreme heat is sign of things to come, scientists warn"".",NOT_ENOUGH_INFO
93,"unadjusted data suggests that temperatures in Australia have only increased by 0.3 degrees over the past century, not the 1 degree usually claimed","According to the Bureau of Meteorology's 2011 Australian Climate Statement, Australia had lower than average temperatures in 2011 as a consequence of a La Niña weather pattern; however, ""the country's 10-year average continues to demonstrate the rising trend in temperatures, with 2002–2011 likely to rank in the top two warmest 10-year periods on record for Australia, at 0.52 °C (0.94 °F) above the long-term average"".",NOT_ENOUGH_INFO
93,"unadjusted data suggests that temperatures in Australia have only increased by 0.3 degrees over the past century, not the 1 degree usually claimed","Furthermore, 2014 was Australia's third warmest year since national temperature observations commenced in 1910.",NOT_ENOUGH_INFO
93,"unadjusted data suggests that temperatures in Australia have only increased by 0.3 degrees over the past century, not the 1 degree usually claimed",January 2019 was the hottest month ever in Australia with average temperatures exceeding 30 °C (86 °F).,NOT_ENOUGH_INFO
93,"unadjusted data suggests that temperatures in Australia have only increased by 0.3 degrees over the past century, not the 1 degree usually claimed","], inflation has typically been 2–3% and the base interest rate 5–6%.",NOT_ENOUGH_INFO
